CaseOrder,Outage_sec_perweek,Yearly_equip_failure,InternetService,Bandwidth_GB_Year,Population,Area,Tenure
406,10.16142541,0,Fiber Optic,627.0001275,512,Suburban,3.288124191
407,9.632814549,0,Fiber Optic,2938.319116,599,Urban,32.30772134
408,6.346778536,1,Fiber Optic,1566.001524,6524,Urban,13.46565415
409,12.1986895,0,Fiber Optic,1889.642423,723,Suburban,19.244458
410,6.444558317,0,Fiber Optic,1420.771651,4243,Rural,8.69085131
411,11.7174619,0,DSL,1254.725693,18731,Urban,3.778575882
412,6.286550988,2,DSL,1570.345219,955,Rural,10.27819073
413,9.886595026,0,Fiber Optic,500.4406927,2338,Rural,4.156887945
414,7.972497589,0,Fiber Optic,1563.848623,389,Rural,11.32083915
415,11.10996233,1,Fiber Optic,787.0962355,757,Rural,5.254442453
416,9.301929385,0,None,1119.610001,19073,Rural,5.2551003
417,8.535578793,2,DSL,1155.782468,23666,Urban,6.417132666
418,9.083448287,0,Fiber Optic,1995.346628,20,Urban,18.61278731
419,9.581508542,0,Fiber Optic,922.1362066,5287,Rural,4.924623699
420,8.763218085,0,Fiber Optic,717.6823944,5364,Urban,6.325942162
421,12.72077056,0,DSL,2223.835601,3424,Rural,17.22220989
422,5.304635517,0,DSL,1143.685617,19527,Urban,3.238699239
424,11.6443975,1,Fiber Optic,1614.544362,7699,Urban,15.22323989
425,9.83612847,1,Fiber Optic,758.8338668,1126,Urban,7.484425045
426,9.202197695,0,Fiber Optic,1317.766231,584,Rural,7.218752772
427,6.187489206,0,Fiber Optic,1189.578203,35100,Suburban,11.69875604
428,9.320914781,0,DSL,1467.273158,17872,Urban,10.03363969
430,16.41445271,0,None,1568.47416,1003,Suburban,16.52138638
431,4.964218639,1,None,1376.095043,169,Suburban,13.83290937
432,6.702458265,1,Fiber Optic,811.5600648,1088,Suburban,5.02568958
433,8.623296005,0,Fiber Optic,243.2617759,41863,Rural,2.644787483
434,4.874661522,0,None,676.6465414,2101,Urban,2.522962069
436,9.173811061,0,Fiber Optic,1316.145864,6349,Urban,11.50651216
437,9.553427818,1,None,1270.217581,40305,Urban,10.96319721
438,6.007630739,1,None,1339.709597,1691,Rural,5.505247606
439,18.39537758,0,Fiber Optic,1624.799349,618,Suburban,14.16961729
440,14.02031408,1,Fiber Optic,1400.834009,22,Urban,10.27782059
441,12.07594948,0,Fiber Optic,1149.108155,655,Rural,3.364993591
442,13.40034021,2,DSL,1387.016004,39616,Rural,9.307770559
443,13.1215267,0,Fiber Optic,544.12326,88349,Rural,1.171557288
444,10.4523599,2,DSL,1803.917571,30781,Rural,7.262579715
445,10.07963518,0,None,1518.747945,4734,Suburban,17.06899012
446,5.763454353,0,DSL,1932.20577,56959,Rural,10.8600084
448,10.04912841,0,DSL,1738.71901,8800,Rural,10.85041661
449,8.431329813,0,DSL,1060.026737,3873,Suburban,4.85576672
450,8.961461799,0,Fiber Optic,250.9270047,417,Urban,1.715329149
451,12.87091514,0,Fiber Optic,1916.832871,221,Urban,21.71097206
452,7.236546463,0,Fiber Optic,573.9920618,10321,Rural,3.470685398
453,7.048563699,0,Fiber Optic,272.9823095,1601,Suburban,1.914386255
454,13.17156155,1,Fiber Optic,1233.975771,1506,Suburban,9.16272705
455,11.11418795,0,DSL,1552.772876,7033,Urban,7.457173484
456,5.236234219,0,None,1259.735294,1301,Suburban,4.991605214
457,10.08565191,0,None,1287.821218,117,Rural,10.5903229
458,4.843029288,0,Fiber Optic,1516.667438,3345,Urban,14.68216127
459,7.565105658,0,None,589.9932647,25854,Suburban,5.440398012
460,7.940679007,1,Fiber Optic,1021.482609,90,Suburban,11.92300936
461,12.94031641,0,Fiber Optic,1267.634616,3191,Rural,9.461939857
462,7.794425904,0,None,1266.503765,37,Rural,13.90000955
463,4.88644359,2,Fiber Optic,1877.852717,714,Rural,13.99579075
464,10.84392109,0,None,1541.134986,31791,Rural,13.44056701
465,9.879617841,1,Fiber Optic,744.2470872,34928,Suburban,3.179043613
466,11.26553266,1,DSL,2023.519366,17576,Rural,14.58066686
467,13.28523257,0,Fiber Optic,1428.427469,746,Urban,17.24908083
468,15.62909771,0,DSL,1283.253595,27479,Rural,2.760467902
469,11.31172944,1,DSL,2256.776479,49612,Suburban,20.04140358
470,11.06959212,0,None,955.0876357,7286,Urban,8.001673351
471,13.45818264,0,Fiber Optic,499.7170655,489,Rural,1.092219692
472,11.06361355,0,Fiber Optic,1562.32774,73,Suburban,14.68600159
473,11.56147327,0,None,776.4780765,22,Suburban,4.135515169
474,13.49663107,0,Fiber Optic,1118.646915,9054,Suburban,9.086633107
475,7.581534683,0,DSL,1781.692875,2663,Suburban,9.493585403
476,10.67669456,0,DSL,1086.92093,18185,Urban,5.372758028
477,11.74759925,0,None,1551.398147,7530,Urban,13.82188875
478,9.044025424,0,Fiber Optic,573.751474,28759,Rural,2.598489694
479,7.949846907,2,Fiber Optic,1794.116848,26744,Rural,12.9401487
480,11.35513416,1,Fiber Optic,1103.594576,20818,Urban,4.957713222
481,7.524691972,0,Fiber Optic,3143.245184,10025,Urban,28.79864005
482,9.993073346,1,Fiber Optic,1381.802291,517,Rural,7.176411327
483,11.38306511,0,Fiber Optic,1091.10126,4295,Suburban,5.709925704
484,9.818276662,0,DSL,891.9472856,882,Urban,3.956375328
485,14.32006623,0,Fiber Optic,538.1168657,1920,Rural,1.033067819
486,10.02701706,0,Fiber Optic,497.9042695,8819,Rural,2.206152519
487,12.67439697,1,Fiber Optic,1115.476658,2694,Rural,3.820262172
488,11.95689175,0,Fiber Optic,522.7315686,3878,Rural,2.640977982
489,16.23914454,0,Fiber Optic,961.5888385,27454,Suburban,5.622660986
490,12.55052929,0,Fiber Optic,883.9008134,180,Suburban,1.634394387
491,13.71586929,1,None,565.3167155,294,Urban,2.012075635
492,8.90345193,1,DSL,2062.605873,2958,Urban,10.06913982
493,11.70304454,1,DSL,1197.080651,321,Urban,6.935335786
494,3.602721856,0,Fiber Optic,1972.725118,8778,Suburban,15.56741347
495,5.21028807,0,Fiber Optic,1427.321538,361,Suburban,12.75071284
496,9.442505655,0,Fiber Optic,1218.124487,93,Rural,8.573785357
497,2.760749024,0,Fiber Optic,1874.789062,20943,Rural,13.86188691
498,13.2491569,0,DSL,1806.007164,110,Suburban,10.77929667
499,13.4911859,0,DSL,1939.600904,34488,Suburban,16.88097916
500,7.779828793,0,DSL,2275.888923,1096,Rural,16.92163398
501,10.68579941,0,DSL,1372.385193,5549,Rural,11.91663193
502,9.905787776,0,Fiber Optic,785.6266383,7278,Rural,2.81822785
503,11.62388139,0,DSL,1226.343895,1204,Suburban,5.100566529
504,12.19296315,1,Fiber Optic,1047.361909,955,Suburban,4.806882153
505,6.892345443,0,Fiber Optic,893.5446642,2453,Suburban,5.658327457
506,8.482252615,0,DSL,1210.047397,159,Rural,2.649525158
507,9.179212931,2,DSL,2329.912456,2876,Rural,18.76976086
508,9.321060469,0,Fiber Optic,1163.407505,1394,Suburban,13.04542381
509,13.24354261,0,None,736.9303356,2144,Urban,1.534192133
510,14.7376853,0,None,1134.880009,502,Rural,9.039309605
511,7.766411994,0,DSL,1561.294194,12695,Rural,10.15330548
512,9.256391341,0,DSL,1216.325478,2494,Urban,8.792119046
513,8.27152774,1,DSL,1192.502878,19592,Urban,1.542556879
514,10.08608649,1,DSL,2140.402985,12722,Suburban,13.65776694
515,6.964656883,1,None,867.2394016,473,Suburban,5.165404738
516,7.514067308,0,None,1581.016214,168,Rural,13.17859958
517,3.262720061,1,Fiber Optic,724.6774743,793,Suburban,1.557206083
518,13.69828326,0,Fiber Optic,1123.971139,440,Suburban,7.226076469
519,8.363844619,0,DSL,2633.809472,2905,Suburban,20.91720893
520,11.34885042,0,None,967.7426094,508,Rural,7.228526307
521,11.81880212,1,None,2101.344074,719,Urban,20.43854626
522,8.661233766,0,DSL,862.3199149,13892,Urban,2.915827364
523,7.423384386,0,Fiber Optic,921.1401066,10874,Suburban,9.709171662
524,8.827647599,0,DSL,752.1641496,4183,Urban,1.939549257
525,12.48417719,0,None,522.7806578,19151,Rural,1.502124145
526,10.56592379,0,DSL,736.161108,13644,Rural,1.906368477
527,11.60110678,1,DSL,2148.889242,2397,Urban,15.60605339
528,19.07180624,0,DSL,1304.999684,10826,Rural,2.084396413
529,12.13702885,0,Fiber Optic,292.4731737,48990,Suburban,1.781895205
530,8.088906499,0,None,655.3814577,43597,Suburban,2.050742411
531,10.16305189,1,None,660.0908173,927,Suburban,2.447649309
532,10.14030426,1,DSL,1655.780173,242,Rural,10.81997919
533,7.823058882,0,Fiber Optic,1090.76661,2604,Suburban,8.650238791
534,10.36003643,0,Fiber Optic,1136.118286,722,Urban,8.878536605
535,11.24744549,0,Fiber Optic,673.2665835,160,Suburban,2.359067126
536,8.503805869,1,Fiber Optic,831.1303039,1551,Suburban,6.811759674
537,14.78936522,0,None,729.541703,21141,Rural,5.207179461
538,14.24429679,0,Fiber Optic,1163.701618,1454,Suburban,9.450195459
539,6.027816542,0,DSL,1720.167182,130,Suburban,10.6312597
540,10.4766784,0,None,626.5880936,31101,Suburban,3.564836875
541,8.397331803,0,Fiber Optic,369.7619068,1341,Rural,1.815836226
542,12.1663565,1,Fiber Optic,1197.180331,109,Rural,8.932053699
543,9.133118524,0,Fiber Optic,1164.240281,2433,Rural,7.349620762
544,13.04068054,1,Fiber Optic,1651.424177,1084,Urban,14.71424943
545,10.43511467,0,DSL,1489.301457,1892,Urban,7.073151031
546,12.35764261,0,DSL,775.0343206,7157,Rural,1.597765127
547,12.33031848,1,DSL,1808.311421,5366,Urban,8.054118994
548,18.30717385,1,None,1942.452213,18389,Urban,14.96135055
549,14.35467948,0,DSL,2847.700412,1165,Rural,22.76986341
550,9.431168696,0,DSL,908.4356314,1469,Suburban,2.519975147
551,11.27381764,0,Fiber Optic,973.4512833,212,Suburban,5.915247686
552,10.93898196,0,None,1097.703155,219,Urban,7.793733508
553,6.464103552,1,DSL,2936.746847,4030,Suburban,20.44846104
554,5.772344439,1,DSL,1883.962411,18829,Suburban,10.40161068
555,11.17925847,1,DSL,1808.501398,3281,Rural,11.40192641
556,10.26897415,0,Fiber Optic,844.8711719,74971,Urban,7.604093453
557,10.11933502,1,None,1215.114995,1593,Suburban,12.85397739
558,8.776451212,1,Fiber Optic,382.5347203,11923,Urban,1.410971237
559,9.011401399,0,Fiber Optic,1043.790368,36282,Rural,8.874920206
560,10.91857997,1,Fiber Optic,851.1414085,26448,Urban,6.013261132
561,7.298432418,0,DSL,1762.075547,46,Urban,9.306233406
562,13.40423523,0,DSL,1350.716866,1123,Rural,4.902104964
563,9.879567236,1,DSL,1052.042079,3067,Suburban,1.894776657
564,7.329478649,0,DSL,1159.678094,1547,Rural,5.204111135
565,9.311560353,0,Fiber Optic,338.2592054,7216,Rural,1.375013189
566,11.13291822,1,DSL,851.811469,1012,Rural,1.387575524
567,12.236238,0,Fiber Optic,669.0040793,3519,Urban,2.685677496
568,12.03070714,0,None,910.210446,316,Rural,5.511437756
569,5.33893117,2,DSL,1981.954133,1715,Urban,16.58244758
570,15.39425705,0,None,1695.851887,2223,Rural,14.17620441
571,7.879092117,0,Fiber Optic,1305.953642,463,Urban,10.81527088
572,7.006566848,0,Fiber Optic,1950.886897,949,Suburban,20.01892414
573,10.9783735,0,DSL,1631.872719,645,Urban,6.956508263
574,9.023888498,1,None,954.6181316,5548,Urban,8.274610767
575,6.599742586,0,None,957.753476,17502,Urban,6.786723844
576,8.863330522,0,Fiber Optic,1057.571757,944,Rural,3.605888824
577,8.842692082,0,Fiber Optic,1277.521575,3242,Urban,10.19243185
578,8.832305481,0,Fiber Optic,327.6622533,63318,Suburban,3.998433243
579,12.47810556,1,DSL,1193.589255,21763,Suburban,4.964368923
580,9.877572075,2,Fiber Optic,1252.155771,1110,Urban,5.884557067
581,6.048302665,1,Fiber Optic,261.1185652,6257,Rural,1.084656113
582,11.62322378,0,Fiber Optic,879.6579171,1627,Urban,7.21126107
583,17.23011599,0,DSL,1080.597617,7080,Urban,2.140387928
584,14.68014234,0,Fiber Optic,1262.007891,447,Urban,7.931439645
585,13.12045068,0,Fiber Optic,1713.178075,535,Rural,14.08939653
586,7.173629507,1,Fiber Optic,1264.760574,27981,Suburban,9.232644617
587,13.25882319,1,DSL,1356.299478,7244,Suburban,6.951491551
588,9.408080299,0,None,386.0863102,32539,Urban,3.137169138
589,6.860771245,0,None,1299.066214,30975,Rural,11.85998919
590,4.12236456,0,None,278.5411418,46581,Rural,3.113737885
591,13.08013867,0,DSL,1014.311651,1480,Rural,4.985175451
592,8.194610203,1,DSL,1511.115195,85,Rural,11.41238102
593,10.98987178,3,None,1795.270512,61572,Suburban,15.37990405
594,11.91761523,0,Fiber Optic,551.1855922,11923,Rural,3.775528995
595,7.344740595,1,Fiber Optic,1051.833922,4631,Rural,5.30268427
596,7.325364653,0,Fiber Optic,567.3663629,6924,Rural,2.843930975
597,8.200222508,1,Fiber Optic,1614.036609,1124,Urban,13.70230727
598,10.4962468,0,Fiber Optic,771.6292755,221,Suburban,4.768869377
599,8.461081572,0,Fiber Optic,1329.158978,51069,Suburban,14.57312339
600,8.941096681,0,Fiber Optic,1929.06738,20696,Suburban,17.28022598
601,7.752382962,0,Fiber Optic,1845.830672,8144,Urban,16.1217624
602,9.647132151,1,DSL,909.6827162,353,Rural,2.437089876
603,10.91251295,2,None,1084.807286,7564,Rural,5.822867455
604,8.442478548,0,Fiber Optic,1602.254193,667,Suburban,16.18199957
605,10.21682783,0,Fiber Optic,1435.057667,33287,Suburban,14.46037646
606,16.82309021,1,Fiber Optic,729.7054333,7256,Urban,1.504124801
607,12.27450189,0,DSL,1290.274294,2878,Suburban,7.737353244
608,9.712856304,1,DSL,1200.010955,2737,Suburban,4.109952242
609,9.741346714,1,Fiber Optic,774.8506663,11528,Urban,2.566196093
610,15.26191649,0,DSL,1178.437008,21434,Suburban,4.440328327
611,14.12126974,0,None,1321.193696,4370,Suburban,12.3848312
612,12.35356432,2,Fiber Optic,821.4684599,2780,Rural,6.396338897
613,11.20346894,0,Fiber Optic,986.2673645,4757,Urban,10.03212915
614,5.489232783,1,Fiber Optic,587.538153,30522,Rural,2.62036784
615,12.74662948,1,DSL,1517.166558,1178,Urban,3.795086086
616,11.58210776,0,Fiber Optic,520.606284,9906,Rural,3.149071183
617,5.702833154,1,DSL,1138.169594,4278,Suburban,3.484000437
618,12.55174668,0,None,829.9759818,8307,Rural,5.770302149
619,16.27747113,0,Fiber Optic,477.2500925,2909,Rural,2.981008475
620,9.95126762,1,Fiber Optic,944.3304649,608,Suburban,9.14991493
621,10.8901854,0,Fiber Optic,1499.600891,652,Suburban,11.38939562
622,10.07652766,3,None,524.9630078,45193,Rural,1.445148407
623,11.88831901,0,Fiber Optic,1035.02733,501,Urban,6.143856241
624,13.7568705,0,DSL,1281.923094,319,Rural,5.981775914
625,10.75643368,0,DSL,951.3512058,4946,Suburban,2.08299524
626,5.330342998,1,None,894.626194,341,Urban,7.110141173
627,10.54615588,0,Fiber Optic,1045.360604,4487,Suburban,3.041138012
628,6.569174155,0,None,1829.923575,20825,Urban,15.37394197
629,12.13559132,1,Fiber Optic,838.8374504,646,Urban,3.905351198
630,5.114864238,2,None,688.2231899,3313,Urban,3.838043219
631,12.67661786,1,Fiber Optic,927.5974127,27419,Urban,5.141923371
632,13.26508243,1,Fiber Optic,2031.266556,4406,Suburban,19.17821675
633,11.98809409,1,None,1241.892931,1166,Suburban,12.36979696
634,12.29322885,0,Fiber Optic,1662.516242,24983,Urban,14.28414317
635,8.157170567,0,Fiber Optic,857.6130334,2885,Rural,3.769989038
636,8.36802634,0,DSL,1640.244176,6137,Suburban,9.126959742
637,8.645688486,1,DSL,991.424632,1251,Rural,2.684151079
638,9.435961177,0,Fiber Optic,2895.881802,471,Rural,24.39432985
639,11.06173556,1,DSL,1396.347808,171,Suburban,4.676474348
640,7.48309773,1,Fiber Optic,640.3809858,2348,Suburban,4.065555679
641,13.31601627,1,Fiber Optic,2072.694492,6464,Suburban,19.95372925
642,10.34957334,1,DSL,1001.860025,1869,Suburban,4.241019424
643,10.38237508,1,Fiber Optic,1669.613093,22574,Urban,14.02310297
644,10.27122446,0,Fiber Optic,878.627791,11908,Rural,1.042140757
645,9.542022573,0,Fiber Optic,558.9953054,54150,Urban,4.483251529
646,9.417040882,0,Fiber Optic,570.1301629,30,Rural,2.768037617
647,11.00921312,0,DSL,1178.057753,44647,Rural,6.357562637
648,13.90587666,0,None,1219.21915,385,Suburban,7.748370205
649,14.40659587,0,Fiber Optic,1000.051774,1437,Rural,6.90648504
650,13.36710209,0,Fiber Optic,1233.889856,680,Urban,11.80191083
651,8.497807171,0,Fiber Optic,2245.476461,699,Rural,20.75499393
652,7.842029127,0,Fiber Optic,1243.478237,13678,Suburban,10.57261422
653,8.063885304,0,DSL,1502.677072,3696,Urban,5.260136013
654,9.957204622,0,DSL,3249.417944,24013,Urban,28.38835566
655,13.32489174,0,None,764.893446,2465,Suburban,2.451160296
656,3.507354765,0,Fiber Optic,708.0622854,39641,Suburban,7.243986575
657,8.624034211,1,DSL,1075.001724,204,Rural,1.876407503
658,16.35739677,0,Fiber Optic,847.7321161,27790,Rural,7.29973843
659,3.629351785,0,DSL,1967.957184,5176,Suburban,11.24483017
660,10.73698075,0,DSL,1066.193338,4478,Urban,6.735352382
661,11.284594,0,Fiber Optic,961.1315871,20586,Suburban,5.991017375
662,10.40270813,0,None,1639.197703,63,Urban,16.67574291
663,15.0905113,0,None,1200.853937,53140,Urban,10.28281832
664,12.95955778,1,DSL,2562.992759,3993,Suburban,19.21689293
665,10.05136169,0,DSL,1766.503802,418,Suburban,11.34954445
666,5.129502971,0,None,333.3304389,1627,Rural,1.846161288
667,10.7459413,0,None,1561.128541,791,Suburban,14.86270396
668,3.43357667,0,Fiber Optic,323.972804,6407,Urban,2.216583602
669,8.220782475,1,None,1643.91894,2440,Rural,16.53708435
670,12.11791408,0,None,406.5230396,12709,Urban,3.7013893
671,13.23925733,2,Fiber Optic,932.1606254,64,Urban,5.261502169
672,8.670379621,0,None,906.7867988,798,Suburban,7.279044337
673,8.82164481,0,DSL,1737.354579,8538,Suburban,13.80323806
674,11.35680475,0,Fiber Optic,1986.939234,1271,Suburban,15.92219451
675,9.271105349,1,Fiber Optic,532.0660282,1181,Urban,3.525858481
676,7.92301547,0,Fiber Optic,1014.45747,11371,Urban,9.85591776
677,12.07745494,1,None,871.2907856,46,Urban,9.75910234
678,10.10753133,0,None,794.8748353,18617,Suburban,5.506476096
679,15.4360432,0,None,949.785575,6328,Rural,6.999864982
680,8.319615273,0,Fiber Optic,1751.748167,5955,Suburban,19.50833872
681,8.14229928,1,DSL,954.4058631,846,Rural,7.320050181
682,8.862064813,0,DSL,1390.292533,6911,Suburban,8.886453729
684,11.97665938,0,None,625.2785223,26601,Suburban,7.847288476
685,8.361906963,0,DSL,2129.856605,145,Rural,10.8040205
686,3.625998515,0,None,1307.965782,2097,Urban,7.798523158
687,6.306089367,1,DSL,1554.416773,25901,Urban,9.586248224
688,9.479801512,0,Fiber Optic,1328.568048,7731,Suburban,9.428767036
689,10.69315843,0,Fiber Optic,985.0943424,2476,Rural,8.019086021
690,9.883677574,0,DSL,1503.682743,1596,Rural,5.78988794
691,10.2900353,2,None,2253.839865,31,Suburban,23.02862012
692,14.34431543,0,Fiber Optic,586.1493754,3645,Rural,2.72317525
693,8.936042397,0,Fiber Optic,1813.614194,192,Suburban,18.92157073
694,8.950709439,1,DSL,1831.930109,607,Urban,11.90088632
696,12.37429389,1,DSL,930.6501084,3107,Urban,1.570209934
697,5.896054877,0,Fiber Optic,1561.283799,457,Suburban,10.85959186
698,15.04983927,3,Fiber Optic,491.8773506,6432,Suburban,1.338441957
699,8.375886131,0,DSL,1300.689811,659,Urban,2.995498523
700,10.7721728,1,Fiber Optic,1252.81737,5931,Suburban,10.56061324
701,11.72362557,0,DSL,1511.1388,3854,Urban,9.84141211
702,8.365498538,0,DSL,2230.367018,1651,Urban,16.66441267
703,7.275899757,0,Fiber Optic,1885.438773,18579,Suburban,12.84120976
704,6.987857557,0,Fiber Optic,947.6695867,5490,Rural,5.759265746
705,13.08571695,1,None,1025.701125,328,Suburban,7.979145258
706,8.367217945,0,Fiber Optic,1982.131752,14918,Rural,19.28424826
707,15.29183368,0,Fiber Optic,1780.791626,8437,Urban,13.57977305
708,8.824004704,0,Fiber Optic,700.0569426,671,Suburban,3.520675631
709,6.913368813,1,DSL,1924.891176,29599,Suburban,10.49916723
710,15.22907333,0,Fiber Optic,704.1947645,2821,Suburban,1.72479919
711,9.864571407,3,DSL,1207.740526,291,Urban,5.567028377
712,11.03086435,0,Fiber Optic,1064.895012,2596,Rural,11.84987964
713,11.02449018,1,Fiber Optic,743.4780761,1874,Rural,3.976305626
714,10.83227898,0,Fiber Optic,1251.370845,30807,Rural,5.759571228
715,10.0934549,1,None,470.682278,1152,Urban,3.613513424
716,12.71080854,1,DSL,1112.686143,282,Suburban,5.156978882
717,7.612812481,0,Fiber Optic,2064.474901,25266,Rural,16.75922789
718,7.167928889,0,DSL,1716.888034,3014,Urban,13.85187885
719,14.32600086,1,Fiber Optic,1114.13669,736,Rural,9.472450618
721,10.86134286,0,DSL,800.1531959,1257,Rural,2.904448825
722,6.858268186,2,DSL,1680.337106,481,Urban,4.800346852
723,7.530481623,1,DSL,1416.865765,5360,Rural,10.35063785
724,7.373007212,1,DSL,1573.289677,93,Rural,14.71592037
725,8.025412394,0,DSL,1619.817463,1380,Suburban,9.758067608
726,9.730159336,0,DSL,1596.707755,3895,Suburban,9.820011726
727,13.09411393,1,Fiber Optic,908.0504522,198,Suburban,8.458573247
728,2.992013152,1,DSL,1449.202089,929,Suburban,8.508626757
729,12.1362412,1,DSL,1790.688379,1641,Rural,11.70347852
730,8.07133879,1,Fiber Optic,3113.451696,2439,Rural,29.8284414
731,11.64143982,0,Fiber Optic,907.2094936,180,Urban,7.004427474
732,14.19955362,0,None,890.4483344,376,Urban,7.439569893
733,3.5419259,1,Fiber Optic,2050.67636,953,Rural,21.05353987
734,8.788051372,0,DSL,1338.110998,1315,Urban,6.050060777
735,6.72503168,0,Fiber Optic,920.3847194,11974,Rural,7.599617029
736,8.241378511,0,None,736.1743773,6502,Suburban,5.473564746
737,6.164653674,0,Fiber Optic,857.7406243,13809,Suburban,4.803306414
738,7.094794839,0,DSL,1226.543716,23370,Urban,6.051428262
739,9.263024683,0,DSL,1495.554533,45995,Suburban,6.503513341
